Date,USDARS (Argentina),AUDUSD (Australia),USDBAM (Bosnia & Herzegovina),USDBRL (Brazil),USDBGN (Bulgaria),USDCAD (Canada),USDCLP (Chile),USDCNY (China),USDCOP (Colombia),USDHRK (Croatia),USDCZK (Czech Republic),USDDKK (Denmark),USDEGP (Egypt),EURUSD (Eurozone),USDHKD (Hong Kong),USDHUF (Hungary),USDISK (Iceland),USDINR (India),USDIDR (Indonesia),USDILS (Israel),USDJPY (Japan),USDMYR (Malaysia),USDMXN (Mexico),NZDUSD (New Zealand),USDNOK (Norway),USDPEN (Peru),USDPHP (Philippines),USDPLN (Poland),USDQAR (Qatar),USDRON (Romania),USDRUB (Russia),USDSAR (Saudi Arabia),USDRSD (Serbia),USDSGD (Singapore),USDSKK (Slovakia),USDZAR (South Africa),USDKRW (South Korea),USDSEK (Sweden),USDCHF (Switzerland),USDTWD (Taiwan),USDTHB (Thailand),USDTRY (Turkey),USDAED (United Arab Emirates),GBPUSD (United Kingdom),USDVES (Venezuela),DXY In (United States)
24/08/2005,87.74774775,22.86821705,53.7037037,85.81986143,53.74732334,3.054989817,63.35766423,21.65605096,60.78431373,65.95744681,40.38999025,45.3973956,64.28571429,52.33853007,56.63716814,59.60874568,28.34224599,88.30379747,100,34.34554974,30.54830287,99.32885906,98.41954023,61.35693215,56.54135338,100,56.91056911,33.70392042,11.76470588,56.87156422,49.81198295,35.71428571,72.40134124,80.41543027,50.8045292,49.26719278,93.12348668,38.97511702,37.16814159,90.87452471,28.12777285,78.34482759,68.18181818,78.49740933,100,35.38461538
25/08/2005,89.00900901,37.98449612,53.46534653,61.66281755,41.63090129,12.82608696,33.43373494,26.05042017,59.51417004,56.9025235,38.31014591,42.94234592,40.65827686,54.87804878,41.86046512,59.22208281,10.16042781,79.73856209,88.97058824,54.86910995,26.80965147,95.63758389,67.24137931,59.87841945,46.57894737,41.37931034,69.10569106,41.11111111,13.7254902,58.72063968,42.26010448,38.46153846,66.21098788,83.38278932,49.78092349,47.54791432,75.23364486,41.13140837,26.43442623,97.95539033,27.94258373,79.31034483,41.17647059,78.18181818,100,30.34482759
26/08/2005,92.25225225,24.41860465,39.85148515,62.58660508,35.58441558,33.83458647,45.70552147,0,54.65587045,54.52746165,37.6043434,52.30940456,40.65827686,46.32152589,17.44186047,66.39004149,12.35955056,76.47058824,89.26174497,67.22513089,30.8310992,83.22147651,80.83333333,51.67173252,54.81203008,26,56.91056911,59.70260223,54.90196078,69.51524238,40.98712446,53.84615385,53.83028115,90.20771513,58.42947525,57.56756757,85.51401869,47.32030265,33.04535637,87.96147673,25.45454545,64.55172414,26.47058824,72.48427673,100,41.04477612
29/08/2005,95.01779359,11.62790698,53.21782178,56.02771363,50.90909091,30.52631579,47.08588957,0,50.70993915,77.33795151,54.69684031,70.07001167,43.07841239,30.08356546,14.28571429,82.33618234,25.6097561,94.11764706,91.34199134,89.7382199,44.25770308,96.04743083,81.32183908,37.01067616,57.36842105,96.34146341,72.72727273,77.96474359,13.7254902,67.16641679,63.97915389,57.14285714,70.8537529,96.21212121,75.59769167,63.62660944,87.01298701,63.99856425,62.00527704,99.31034483,61.01265823,68.27586207,47.36842105,59.69581749,100,65.06550218
30/08/2005,95.21276596,8.934707904,84.9009901,53.57967667,83.11688312,14.21052632,38.95705521,13.97058824,46.65314402,87.71414586,66.35761589,74.3873979,42.11035818,26.18384401,45.45454545,78.63247863,20.73170732,86.04137931,71.86147186,76.98334966,61.62464986,99.26470588,74.71264368,18.21705426,56.61654135,57.31707317,97.58064516,72.75641026,58.82352941,66.71664168,83.59901901,28.57142857,95.09930359,91.87358916,78.48309975,84.72818312,98.1443299,73.61809045,68.86543536,95.30916844,84.92307692,68.68965517,34.21052632,40.87452471,100,69.43231441
31/08/2005,95.10869565,32.10702341,50.24752475,41.5704388,48.31168831,10.31941032,43.36917563,32.35294118,38.53955375,61.02251407,30.89330025,37.45624271,43.36882865,61.00278552,57.14285714,44.58689459,1.869158879,100,50.21645022,63.66307542,43.69747899,99.26470588,53.07471264,39.91769547,18.64661654,70.73170732,89.65517241,24.16666667,11.76470588,48.97959184,54.78234212,35.71428571,66.0304359,80.55555556,51.05824891,21.0658083,80.06644518,38.8011486,26.98863636,94.90874159,75.38461538,48.96551724,50,70.68965517,100,38.31775701
01/09/2005,90.74074074,56.85618729,0,41.15473441,0,6.221198157,37.83783784,0.704225352,20.28397566,28.0956848,6.356164384,5.495075168,40.65827686,93.75,12.98701299,6.199460916,2.461538462,82.75862069,48.48484848,31.53770813,21.56862745,97.42647059,50.14367816,78.18930041,1.297917296,63.41463415,74.48275862,3.080082136,11.76470588,32.50728863,36.78724709,35.71428571,14.62470983,70.08547009,11.57742402,4.046052632,72.60273973,6.507442021,6.157112527,94.52887538,44.15384615,43.05555556,47.36842105,96.60493827,100,7.114624506
02/09/2005,90.37037037,64.88294314,0,29.33025404,0,16.30170316,18.46846847,8.823529412,20.60851927,24.85928705,5.472636816,12.28304406,40.65827686,87.44588745,12.94117647,11.35831382,8.563535912,60,53.30396476,26.83643487,21.56862745,56.98529412,29.97126437,81.48148148,10.54554311,88.70967742,64.82758621,2.933038185,13.7254902,29.30029155,10.32258065,35.71428571,0,61.75213675,4.335919671,6.272958463,51.55709343,6.060606061,9.124767225,72.03647416,35.69230769,31.25925926,47.36842105,95.68245125,100,9.722222222
05/09/2005,88.49557522,71.90635452,6.976744186,30.99307159,6.796116505,19.9513382,17.56756757,0,8.113590264,25.42213884,9.503154574,10.45838896,41.91674734,89.82683983,7.058823529,12.99765808,9.944751381,52.14285714,48.97959184,21.25367287,10.98265896,51.47058824,30.02873563,85.09803922,14.66147102,100,72.4137931,9.322865554,10.20408163,25.65597668,5.555555556,42.85714286,6.341463415,62.17948718,6.696868229,13.8837271,37.99307958,13.654169,14.1025641,60,28.76923077,30.37037037,60.52631579,91.76470588,100,9.278350515
06/09/2005,81.96721311,73.91304348,15.50387597,26.32794457,15.83011583,20.1946472,31.08108108,0.632911392,5.349182764,42.91744841,22.71293375,25.72318647,40.17424976,73.16017316,27.05882353,25.05854801,29.27536232,63.57142857,53.85980479,24.87757101,27.95031056,88.23529412,33.13218391,86.66666667,24.91475889,96.07361963,91.72413793,11.77625123,10.20408163,32.70165209,20.70707071,35.71428571,17.56097561,69.65811966,19.36839341,34.05893284,44.6366782,27.39227756,26.00732601,76.45833333,47.23076923,26.22222222,63.15789474,89.24889543,100,19.93127148
