Date,USDARS (Argentina),AUDUSD (Australia),USDBAM (Bosnia & Herzegovina),USDBRL (Brazil),USDBGN (Bulgaria),USDCAD (Canada),USDCLP (Chile),USDCNY (China),USDCOP (Colombia),USDHRK (Croatia),USDCZK (Czech Republic),USDDKK (Denmark),USDEGP (Egypt),EURUSD (Eurozone),USDHKD (Hong Kong),USDHUF (Hungary),USDISK (Iceland),USDINR (India),USDIDR (Indonesia),USDILS (Israel),USDJPY (Japan),USDMYR (Malaysia),USDMXN (Mexico),NZDUSD (New Zealand),USDNOK (Norway),USDPEN (Peru),USDPHP (Philippines),USDPLN (Poland),USDQAR (Qatar),USDRON (Romania),USDRUB (Russia),USDSAR (Saudi Arabia),USDRSD (Serbia),USDSGD (Singapore),USDSKK (Slovakia),USDZAR (South Africa),USDKRW (South Korea),USDSEK (Sweden),USDCHF (Switzerland),USDTWD (Taiwan),USDTHB (Thailand),USDTRY (Turkey),USDAED (United Arab Emirates),GBPUSD (United Kingdom),USDVES (Venezuela),DXY In (United States)
17/03/2011,79.96816242,39.18098145,12.69828376,68.83173227,14.65520771,49.53641938,83.12176043,37.1785292,37.7512275,11.92762158,23.99725275,13.79470834,93.45929758,86.23052893,76.4962572,28.26436207,23.83098592,35.83084337,15.16800873,10.78911118,16.24387979,49.79498861,35.89424544,16.73872389,40.59206087,8.303527802,68.80794583,56.30586167,52.01149425,6.614648713,43.31687539,60,11.27872704,52.89816579,13.12818298,33.41367694,72.67727609,44.2352761,8.604617419,45.28618421,24.84607887,26.84294872,55,33.07901907,100,14.94571043
18/03/2011,83.68996101,34.34383466,8.570298178,64.77895287,10.1680582,56.57570245,83.78764876,36.89281491,39.10310966,9.052412454,19.60932702,9.547742931,94.08832604,90.51461984,85.58964636,22.79341746,15.47439934,35.56463569,16.37968756,10.52269202,25.88250258,56.03644647,45.08483706,17.72613225,40.00986582,9.098892707,69.32192683,52.86209659,52.92058516,4.571339111,40.67781827,62.85714286,9.422830478,56.75208965,8.851984504,40.59219875,71.40210182,40.43252125,8.428698876,43.4084596,23.52496025,27.68382353,55,41.36239782,100,11.5029219
21/03/2011,83.56712996,36.87853084,7.612593252,63.93462383,8.799977268,58.95424837,80.8700119,32.74488576,38.37636852,8.332028934,17.3696572,8.34003395,95.35512564,91.65611249,88.28683335,21.81101662,12.73221489,35.49349398,15.87017399,10.1873088,32.98445241,57.22095672,50.03501212,22.67409483,36.47876424,17.94441717,66.16711604,45.02188946,54.49634274,4.437145714,36.6873656,62.85714286,9.938790876,55.03373819,7.718641406,47.16879025,63.66241924,37.62766589,11.36865475,45.25157828,21.70196078,30.73529412,60,48.9373297,100,10.22502879
22/03/2011,78.70696736,48.01612903,7.534020654,58.193751,9.955847884,55.55555556,76.17757438,25.95606291,32.26663277,10.03917719,15.2501241,8.644126268,96.62353852,91.21579836,81.07174955,16.85738976,12.44357896,28.05335628,13.67613337,10.01796675,45.72170435,42.40431776,49.8788042,33.04036159,31.64232034,25.16745759,51.07858115,36.65658789,57.82967607,4.699803291,27.94791879,61.42857143,11.25291765,39.75022942,8.154773204,45.53800191,50.94082392,33.37728748,15.72190432,44.08701599,14.49613554,26.82662539,60,61.68795949,100,10.17937565
23/03/2011,75.75052884,61.65322581,6.823051892,46.98602794,11.07672162,49.1503268,69.84461737,22.10869863,25.45863061,12.182728,10.9013405,9.096759336,97.12714265,90.61957699,72.26901981,10.21078804,11.64018325,22.15428561,11.55575524,9.255379586,58.87423752,32.32058938,42.97333692,44.77353825,28.051646,33.79267439,41.64736165,23.11067264,63.84848485,3.337840292,22.52947985,58.57142857,12.88954788,25.89128205,8.444390884,39.42604599,43.41501267,24.52845258,22.89913098,44.32933502,11.22040739,18.47614261,60,71.29646291,100,9.64368724
24/03/2011,#N/A N/A,77.09183988,8.620302098,39.56087824,13.68088829,42.87581699,61.40620641,16.15782597,22.28767102,13.81102209,12.41953561,10.59346311,95.02527457,89.15013396,62.55307048,6.339915863,12.89196793,13.91758391,8.509222393,13.02440259,65.02151008,21.06217608,35.19539578,59.65728491,19.40812525,46.97715703,27.67052767,13.89371372,66.72727273,3.666077216,17.67410795,54.28571429,15.00619218,14.02639417,10.40411425,28.41666168,33.88931358,19.47597328,28.18436448,44.10774411,10.14467923,10.9648654,55,69.47123541,100,11.8247273
25/03/2011,#N/A N/A,85.73376439,14.84555211,38.16367265,20.42674235,40.39215686,57.15700297,11.68206644,22.63181479,19.28616566,18.95446664,16.38655045,92.17854299,83.24476744,56.64177403,9.261310923,20.8526448,8.170904376,7.181601532,17.74816832,67.5819397,10.53342177,32.05598778,70.60827051,23.62661684,62.54120065,17.58043758,12.16551057,71.81818182,6.056929159,17.35849024,53.73626374,21.65626689,7.557108062,16.1632724,21.65259523,25.50602067,29.32626487,37.4330526,40.40356808,10.8161657,8.966688771,53.88888889,58.53182356,100,19.54961375
28/03/2011,75.25592662,89.00691181,20.69292022,36.9261477,27.07601231,40.45751634,55.79011592,20.19833825,24.52277819,25.16015505,27.36731256,22.28599006,89.29944669,77.22053425,55.23037779,12.62651123,27.67123288,10.7269285,8.954879642,17.3447419,69.90070922,5.699428281,31.49580421,78.71759946,30.10796915,72.35833607,15.8047037,13.3442383,78.90909091,10.22301089,20.04821942,56.04395604,27.90912829,8.023811622,21.96002359,17.73854962,19.71898962,38.49486887,44.15155834,40.39316998,13.93538139,9.058848276,47.77777778,42.70087833,100,27.38986583
29/03/2011,75.24476477,92.21066995,25.16173672,31.53692615,30.50593679,36.33986928,56.41244661,25.18927271,30.10903659,28.5914474,33.66383153,25.83336333,85.56451374,73.6010623,49.29199624,15.62215005,32.10958904,13.56395543,8.890905232,17.80825158,74.18439716,6.114875575,29.62385695,84.87387911,32.6066838,82.62735914,19.68784071,12.88958245,80.90909091,14.12189868,24.90794882,55.38461538,30.97964638,8.270718097,25.57239717,15.71564885,14.80900599,39.72633979,51.65938865,41.96639989,20.54210149,10.81494843,46.66666667,27.63581653,100,35.29097532
30/03/2011,74.0453736,94.78876305,25.29402687,24.9305657,29.58733804,29.41176471,56.61989018,22.98642534,33.36211051,28.11583074,36.29345387,24.79507265,83.0957725,74.61072321,38.8048846,14.32432432,31.56164384,16.83126012,9.859471934,14.77332075,79.77304965,5.612781124,24.05812997,91.1233709,29.16195373,87.663518,19.53687628,11.02922575,80.54545455,15.47441627,29.43593633,54.61538462,30.74500188,7.349279248,24.57189423,10.49524946,7.79769611,38.23641201,56.02620087,44.14283087,25.75467175,11.43540959,45.55555556,21.28497072,100,38.55887835
